viewerId,feedItemId,time_1
5698da4541a9d72100240693,569904a241a9d72100242b76,2016-01-15 16:44:57
5698da4541a9d72100240693,569904a241a9d72100242b76,2016-01-15 16:45:09
5698da4941a9d721002406c3,569904a241a9d72100242b76,2016-01-15 16:45:22
5698da4941a9d721002406c3,569904a241a9d72100242b76,2016-01-15 16:45:54
5698da602fb0de2600f22ac4,569904a241a9d72100242b76,2016-01-15 16:46:07
5698da602fb0de2600f22ac5,569904a241a9d72100242b76,2016-01-15 16:51:30
5698da602fb0de2600f22ac5,569904a241a9d72100242b76,2016-01-15 16:51:52
5698da7541a9d721002409a3,569904a241a9d72100242b76,2016-01-15 16:58:21
5698da4941a9d721002406c2,569904a241a9d72100242b76,2016-01-15 16:59:03
5698da4c41a9d721002406ec,569904a241a9d72100242b76,2016-01-15 17:13:51
5698da5d2fb0de2600f22a9e,569904a241a9d72100242b76,2016-01-15 18:19:46
5698da5d2fb0de2600f22a9e,569904a241a9d72100242b76,2016-01-15 18:20:20
5698da5d2fb0de2600f22a9e,569904a241a9d72100242b76,2016-01-15 18:20:29
5698da5b2fb0de2600f22a88,569904a241a9d72100242b76,2016-01-15 18:21:23
5698da4941a9d721002406c3,569904a241a9d72100242b76,2016-01-15 19:34:00
5698da4941a9d721002406c3,569904a241a9d72100242b76,2016-01-15 19:40:03
5698da4941a9d721002406c3,569904a241a9d72100242b76,2016-01-15 19:51:38
5698da6e2fb0de2600f22b71,569904a241a9d72100242b76,2016-01-15 22:44:41
5698da6e2fb0de2600f22b74,569904a241a9d72100242b76,2016-01-15 23:23:38
5698da512fb0de2600f22a13,569904a241a9d72100242b76,2016-01-16 01:48:25
5698da512fb0de2600f22a13,569904a241a9d72100242b76,2016-01-16 01:48:45
5698da602fb0de2600f22ac4,569904a241a9d72100242b76,2016-01-16 02:03:57
5698da602fb0de2600f22ac4,569904a241a9d72100242b76,2016-01-16 02:04:21
5698da672fb0de2600f22b1f,569904a241a9d72100242b76,2016-01-17 16:45:28
5698d6ab2fb0de2600f225b1,569b6d392fb0de2600f3213d,2016-01-17 17:24:54
5698dc3a2fb0de2600f23175,569bba38e62ae22300d16478,2016-01-17 17:59:50
5698dc412fb0de2600f231c8,569bba38e62ae22300d16478,2016-01-17 18:00:25
5698dc4d41a9d721002410b3,569bba82e62ae22300d165b1,2016-01-17 18:01:08
5698db7441a9d72100240ced,569bba82e62ae22300d165b1,2016-01-17 18:01:22
5698db7441a9d72100240ced,569bba82e62ae22300d165b1,2016-01-17 18:01:40
5698dc4f41a9d721002410d9,569bba38e62ae22300d16478,2016-01-17 18:02:18
5698dc3a2fb0de2600f23175,569bba82e62ae22300d165b1,2016-01-17 18:02:24
5698db842fb0de2600f22f0d,569bba38e62ae22300d16478,2016-01-17 18:02:38
5698dc412fb0de2600f231c8,569bba82e62ae22300d165b1,2016-01-17 18:02:39
5698db722fb0de2600f22e3f,569bba38e62ae22300d16478,2016-01-17 18:03:13
5698db842fb0de2600f22f0d,569bba82e62ae22300d165b1,2016-01-17 18:03:17
5698db842fb0de2600f22f0d,569bba82e62ae22300d165b1,2016-01-17 18:03:18
5698db842fb0de2600f22f0d,569bba82e62ae22300d165b1,2016-01-17 18:03:19
5698db5f2fb0de2600f22d4e,569bba38e62ae22300d16478,2016-01-17 18:06:16
5698db722fb0de2600f22e3f,569bba38e62ae22300d16478,2016-01-17 18:06:31
5698db722fb0de2600f22e3f,569bba82e62ae22300d165b1,2016-01-17 18:06:41
5698db722fb0de2600f22e3f,569bba38e62ae22300d16478,2016-01-17 18:06:50
5698dc3a2fb0de2600f23175,569bba82e62ae22300d165b1,2016-01-17 18:06:53
5698dc3a2fb0de2600f23175,569bba82e62ae22300d165b1,2016-01-17 18:07:05
5698db5f2fb0de2600f22d4e,569bba38e62ae22300d16478,2016-01-17 18:07:10
5698dc3a2fb0de2600f23175,569bbd09e62ae22300d16a76,2016-01-17 18:11:38
5698db7441a9d72100240ced,569bbd09e62ae22300d16a76,2016-01-17 18:12:09
5698db5f2fb0de2600f22d4e,569bba38e62ae22300d16478,2016-01-17 18:12:12
5698db632fb0de2600f22d79,569bba38e62ae22300d16478,2016-01-17 18:13:25
5698db5f2fb0de2600f22d4e,569bbd09e62ae22300d16a76,2016-01-17 18:13:31
5698db632fb0de2600f22d79,569bba38e62ae22300d16478,2016-01-17 18:13:51
5698db632fb0de2600f22d79,569bbd09e62ae22300d16a76,2016-01-17 18:13:57
5698db5f2fb0de2600f22d4e,569bbd09e62ae22300d16a76,2016-01-17 18:14:27
5698db5f2fb0de2600f22d4e,569bba82e62ae22300d165b1,2016-01-17 18:14:47
5698db8241a9d72100240dac,569bba38e62ae22300d16478,2016-01-17 18:18:05
5698db8241a9d72100240dac,569bba38e62ae22300d16478,2016-01-17 18:18:34
5698db8241a9d72100240dac,569bba38e62ae22300d16478,2016-01-17 18:18:52
5698dc592fb0de2600f23311,569bba82e62ae22300d165b1,2016-01-17 18:21:05
5698dc3a2fb0de2600f23175,569bbf6ae62ae22300d16cb5,2016-01-17 18:21:40
5698dc4f41a9d721002410d9,569bbd09e62ae22300d16a76,2016-01-17 18:21:55
5698db962fb0de2600f23002,569bba38e62ae22300d16478,2016-01-17 18:22:04
5698dc4041a9d72100241013,569bbf6ae62ae22300d16cb5,2016-01-17 18:22:14
5698db962fb0de2600f23002,569bba38e62ae22300d16478,2016-01-17 18:22:26
5698db962fb0de2600f23002,569bba82e62ae22300d165b1,2016-01-17 18:22:31
5698dc4a2fb0de2600f23246,569bba38e62ae22300d16478,2016-01-17 18:24:21
5698db8e2fb0de2600f22f86,569bbd09e62ae22300d16a76,2016-01-17 18:27:18
5698db8e2fb0de2600f22f86,569bbd09e62ae22300d16a76,2016-01-17 18:27:48
5698db732fb0de2600f22e47,569bba38e62ae22300d16478,2016-01-17 18:30:34
5698db732fb0de2600f22e47,569bba38e62ae22300d16478,2016-01-17 18:30:54
5698db8641a9d72100240dd5,569bbd09e62ae22300d16a76,2016-01-17 18:36:58
5698dc492fb0de2600f23240,569bba38e62ae22300d16478,2016-01-17 18:46:08
5698dc3f41a9d72100240ffa,569bba82e62ae22300d165b1,2016-01-17 18:54:39
5698dc3f41a9d72100240ffa,569bba82e62ae22300d165b1,2016-01-17 18:55:22
5698dc4d41a9d721002410b3,569bba82e62ae22300d165b1,2016-01-17 19:00:53
5698db902fb0de2600f22fad,569bba82e62ae22300d165b1,2016-01-17 19:03:30
5698db902fb0de2600f22fad,569bba38e62ae22300d16478,2016-01-17 19:03:44
5698db902fb0de2600f22fad,569bba38e62ae22300d16478,2016-01-17 19:04:28
5698dc5341a9d72100241104,569bbf6ae62ae22300d16cb5,2016-01-17 19:24:22
5698dc5341a9d72100241104,569bba38e62ae22300d16478,2016-01-17 19:24:50
5698db8741a9d72100240ddb,569bba38e62ae22300d16478,2016-01-17 19:25:13
5698dc5341a9d72100241104,569bba38e62ae22300d16478,2016-01-17 19:25:23
5698db8c41a9d72100240e27,569bbf6ae62ae22300d16cb5,2016-01-17 19:28:43
5698db8c41a9d72100240e27,569bbf6ae62ae22300d16cb5,2016-01-17 19:29:02
5698db832fb0de2600f22f08,569bba38e62ae22300d16478,2016-01-17 19:31:16
5698db832fb0de2600f22f08,569bba82e62ae22300d165b1,2016-01-17 19:32:44
5698db832fb0de2600f22f08,569bbd09e62ae22300d16a76,2016-01-17 19:33:27
