no. login >=,1 day/week,2 days/week,3 days/week,4 days/week,5 days/week,6 days/week
KLS3551 Kulturledelse,0.382352941176,0.235294117647,0.0588235294118,0.0,0.0,0.0
MRK3480 Forbrukeratferd,0.316455696203,0.240506329114,0.0464135021097,0.0126582278481,0.0,0.0042194092827
ORG3402 Organisasjonsatferd og ledelse,0.570532915361,0.319749216301,0.0815047021944,0.0219435736677,0.00626959247649,0.0
Aggregate,0.457627118644,0.283050847458,0.0661016949153,0.0169491525424,0.00338983050847,0.00169491525424
